FL_DATE,sum(DEP_DELAY),sum(CARRIER_DELAY),sum(WEATHER_DELAY),sum(NAS_DELAY),sum(SECURITY_DELAY),sum(LATE_AIRCRAFT_DELAY)
2015-03-16,120314.0,78838.0,700.0,27852.0,100.0,59456.0
2017-06-04,516280.0,164996.0,26302.0,147182.0,624.0,249266.0
2015-06-30,465124.0,154524.0,27038.0,131810.0,232.0,200162.0
2017-10-09,579636.0,147868.0,13926.0,216438.0,276.0,255482.0
2015-06-12,487588.0,159428.0,9430.0,134988.0,450.0,228652.0
2015-06-10,414694.0,169334.0,19958.0,78434.0,530.0,181846.0
2017-05-26,442448.0,145674.0,3858.0,84620.0,510.0,211454.0
2017-05-13,204416.0,78174.0,4912.0,91018.0,32.0,77598.0
2017-03-25,144322.0,93652.0,2894.0,28288.0,214.0,74182.0
2016-06-14,602742.0,176588.0,69622.0,118360.0,260.0,288042.0
2017-05-19,534804.0,175716.0,18798.0,163960.0,566.0,244768.0
2017-06-18,472868.0,178456.0,14176.0,131462.0,842.0,200364.0
2017-05-28,195706.0,92298.0,13962.0,77586.0,234.0,82992.0
2017-04-04,423644.0,129696.0,12046.0,138092.0,118.0,217488.0
2016-05-31,437186.0,122600.0,66458.0,127170.0,112.0,209206.0
2016-06-15,353238.0,144542.0,17588.0,61154.0,338.0,167280.0
2016-05-01,378076.0,147862.0,25692.0,98248.0,606.0,157116.0
2015-06-02,345546.0,126348.0,7642.0,95818.0,412.0,145144.0
2017-10-04,70758.0,63582.0,774.0,37582.0,360.0,51442.0
2017-06-06,631464.0,143148.0,52778.0,200640.0,164.0,295704.0
2017-03-10,464688.0,143216.0,28992.0,128510.0,288.0,235984.0
2016-05-28,143606.0,89162.0,3112.0,15148.0,166.0,61578.0
2017-06-09,402216.0,116922.0,21312.0,90726.0,262.0,206804.0
2015-03-20,407586.0,131414.0,20992.0,125042.0,2354.0,198596.0
2015-03-02,657552.0,215764.0,19234.0,130074.0,438.0,294398.0
2017-10-13,284156.0,98238.0,3942.0,103876.0,814.0,124390.0
2017-05-22,560294.0,144932.0,9628.0,194936.0,372.0,241176.0
2017-04-21,352798.0,120394.0,9182.0,132588.0,1986.0,152346.0
2017-04-24,353136.0,108620.0,3626.0,128066.0,204.0,167474.0
2016-06-26,454310.0,153604.0,21746.0,107276.0,550.0,221258.0
2017-06-21,411684.0,158136.0,5990.0,90692.0,990.0,195496.0
2017-04-23,289672.0,102976.0,4628.0,106954.0,344.0,136666.0
2016-05-18,118284.0,80940.0,7988.0,36388.0,122.0,63962.0
2017-10-15,265040.0,113420.0,5116.0,56726.0,536.0,118266.0
2016-05-11,225436.0,83198.0,13716.0,56264.0,266.0,128628.0
2015-03-05,576058.0,167748.0,75900.0,150100.0,178.0,227162.0
2017-05-27,144800.0,74704.0,2802.0,51108.0,342.0,59288.0
2017-03-01,407440.0,128418.0,22576.0,142606.0,1378.0,193934.0
2017-04-29,242362.0,110592.0,12156.0,100854.0,332.0,109668.0
2015-06-18,791450.0,236140.0,46968.0,194938.0,638.0,374398.0
2017-10-08,268162.0,99884.0,10996.0,93062.0,1654.0,123612.0
2015-06-24,560278.0,167340.0,74240.0,90370.0,60.0,241422.0
2015-03-21,228148.0,104042.0,6308.0,37312.0,456.0,99856.0
2017-06-25,272982.0,116412.0,5982.0,45970.0,90.0,136616.0
2017-04-06,1303250.0,326974.0,120078.0,347680.0,94.0,539654.0
2017-10-21,46920.0,57720.0,4532.0,29986.0,804.0,35386.0
2017-10-25,135436.0,88912.0,3206.0,35916.0,994.0,77392.0
2015-06-21,435512.0,166508.0,10664.0,69050.0,350.0,192150.0
2016-06-06,249276.0,114476.0,17594.0,53646.0,82.0,114014.0
2017-03-14,411188.0,110440.0,52980.0,110460.0,138.0,167186.0
2017-06-14,711686.0,175086.0,62968.0,260760.0,338.0,292732.0
2017-05-25,764012.0,185772.0,35138.0,290282.0,938.0,318522.0
2016-06-13,522256.0,166478.0,30958.0,111936.0,268.0,268414.0
2017-04-22,156638.0,84358.0,2980.0,54850.0,34.0,76480.0
2016-06-24,413380.0,165736.0,5154.0,80018.0,662.0,188926.0
2017-03-11,219086.0,115246.0,2770.0,38790.0,332.0,100180.0
2016-05-23,209902.0,90398.0,6000.0,68912.0,254.0,113620.0
2017-05-09,182074.0,85822.0,4122.0,68144.0,104.0,98734.0
2017-03-02,337666.0,99198.0,5650.0,115178.0,356.0,160902.0
2016-05-29,66662.0,57576.0,9168.0,22766.0,290.0,50906.0
2017-06-16,646056.0,182346.0,20270.0,186264.0,514.0,293484.0
2017-06-11,323126.0,108398.0,20788.0,86514.0,528.0,153664.0
2015-06-26,506910.0,165900.0,39644.0,102564.0,1150.0,245266.0
2015-03-01,704930.0,202084.0,77226.0,206572.0,1540.0,288184.0
2017-05-30,415840.0,107454.0,9662.0,180870.0,730.0,171226.0
2017-04-08,518114.0,242564.0,72638.0,36118.0,394.0,163786.0
2017-10-03,106540.0,66154.0,15236.0,54982.0,220.0,81162.0
2016-06-21,479232.0,167226.0,30618.0,140712.0,774.0,220548.0
2017-03-15,346828.0,129198.0,7492.0,70544.0,138.0,158422.0
2016-05-12,282390.0,118998.0,10922.0,75936.0,1236.0,128646.0
2016-06-03,289344.0,133692.0,7494.0,59936.0,88.0,138494.0
2017-04-20,355250.0,126126.0,32330.0,156840.0,122.0,156574.0
2015-03-18,189240.0,81980.0,1316.0,70566.0,350.0,88712.0
2017-03-27,273980.0,100956.0,6614.0,94698.0,278.0,127542.0
2016-05-09,169178.0,78694.0,3146.0,55216.0,162.0,86606.0
2016-05-10,129536.0,73748.0,13306.0,57746.0,186.0,76768.0
2017-05-29,272486.0,87898.0,10430.0,107362.0,48.0,135754.0
2017-10-19,273300.0,95092.0,3014.0,113534.0,504.0,116082.0
2015-06-08,522154.0,152490.0,41706.0,179456.0,514.0,214586.0
2017-05-01,482778.0,141494.0,10386.0,160130.0,838.0,215654.0
2017-04-12,132992.0,70816.0,2680.0,53140.0,30.0,85596.0
2017-04-13,183872.0,88734.0,3458.0,53124.0,28.0,112376.0
2017-10-26,245224.0,101444.0,3008.0,72204.0,46.0,121290.0
2015-03-22,209604.0,102654.0,4914.0,67156.0,442.0,88344.0
2017-06-08,369510.0,124622.0,6878.0,102418.0,1266.0,164150.0
2016-05-22,93234.0,65038.0,670.0,22724.0,540.0,58814.0
2015-06-25,443824.0,161280.0,15612.0,87584.0,656.0,196004.0
2017-05-21,527898.0,141028.0,8242.0,158184.0,418.0,235724.0
2017-04-26,390194.0,107914.0,13070.0,156068.0,148.0,207590.0
2017-10-07,88500.0,78092.0,4006.0,22546.0,150.0,41476.0
2017-04-14,73850.0,86336.0,2014.0,15064.0,120.0,64816.0
2015-06-27,461870.0,151648.0,42010.0,99032.0,748.0,199786.0
2017-10-23,332482.0,130532.0,11560.0,91756.0,292.0,159812.0
2017-05-12,249126.0,108576.0,4170.0,63762.0,150.0,114398.0
2015-03-24,160326.0,97622.0,1566.0,24710.0,32.0,73584.0
2015-03-15,282928.0,91340.0,13770.0,121614.0,292.0,103836.0
2015-06-07,311710.0,118266.0,14952.0,109416.0,202.0,139578.0
2016-05-20,265422.0,88262.0,4632.0,79570.0,222.0,134914.0
2017-06-13,430808.0,154226.0,16602.0,175358.0,882.0,198816.0
2017-05-06,199010.0,95852.0,5662.0,56980.0,400.0,84168.0
2017-03-13,545524.0,172294.0,39738.0,140174.0,468.0,263710.0
2015-06-15,797338.0,181542.0,50956.0,243634.0,486.0,331732.0
2017-06-01,282608.0,112130.0,9862.0,93504.0,628.0,151326.0
2017-03-19,230936.0,135126.0,534.0,39278.0,138.0,105838.0
2015-03-25,265792.0,108882.0,14180.0,55644.0,214.0,136124.0
2017-04-28,300680.0,99928.0,7006.0,115432.0,626.0,152658.0
2017-10-02,138300.0,96440.0,5388.0,35862.0,1204.0,87976.0
2016-06-09,267098.0,101988.0,2766.0,75992.0,410.0,135970.0
2017-03-20,207666.0,90640.0,2828.0,75060.0,208.0,99528.0
2015-03-14,210168.0,94540.0,5026.0,46822.0,464.0,86952.0
2015-03-19,160826.0,90870.0,670.0,34286.0,226.0,82846.0
2016-06-30,391714.0,142670.0,21282.0,80308.0,208.0,176814.0
2017-10-10,122544.0,81706.0,1220.0,33532.0,222.0,69076.0
2015-06-13,324146.0,128776.0,21700.0,56482.0,608.0,134864.0
2016-05-04,358256.0,111608.0,41422.0,107446.0,332.0,186680.0
2017-03-21,89584.0,80792.0,10160.0,35562.0,244.0,54778.0
2017-04-18,158346.0,85136.0,2290.0,47616.0,386.0,83288.0
2016-05-05,228366.0,98758.0,1504.0,71488.0,202.0,95312.0
2017-06-27,357084.0,144694.0,13624.0,99342.0,324.0,166970.0
2017-06-02,327410.0,111224.0,41688.0,109646.0,258.0,167148.0
2015-03-08,254462.0,114950.0,5930.0,49902.0,224.0,107642.0
2016-05-15,199046.0,86046.0,3352.0,50164.0,668.0,90734.0
2015-03-09,251854.0,115014.0,2168.0,39134.0,146.0,129918.0
2016-06-25,228316.0,112258.0,5368.0,36460.0,822.0,100902.0
2017-05-03,321292.0,121280.0,25850.0,121628.0,368.0,158212.0
2016-06-22,358416.0,127764.0,17074.0,97180.0,168.0,149160.0
2015-03-03,589730.0,165678.0,53602.0,204804.0,436.0,287606.0
2017-06-17,331292.0,129464.0,20314.0,84902.0,1134.0,142438.0
2017-10-14,297746.0,89988.0,42036.0,109988.0,1080.0,123566.0
2017-03-29,223572.0,97298.0,14468.0,51722.0,80.0,138250.0
2015-06-14,445872.0,152976.0,20240.0,123784.0,618.0,199112.0
2017-05-02,156808.0,89920.0,2832.0,53720.0,404.0,95888.0
2017-03-24,394846.0,135994.0,10442.0,140556.0,202.0,186068.0
2016-05-02,341446.0,127462.0,25556.0,100208.0,84.0,152536.0
2017-04-27,379228.0,102916.0,4616.0,165258.0,226.0,174718.0
2015-03-17,197370.0,81160.0,4422.0,86346.0,632.0,89374.0
2015-03-30,213108.0,113520.0,996.0,37790.0,214.0,104688.0
2015-03-06,558908.0,212378.0,10268.0,82674.0,284.0,218240.0
2016-06-04,146524.0,90610.0,2144.0,34460.0,392.0,69646.0
2017-04-11,199884.0,92136.0,10642.0,54274.0,58.0,108746.0
2017-06-15,744060.0,205928.0,40382.0,227122.0,370.0,331694.0
2017-03-28,316684.0,109756.0,11748.0,134056.0,712.0,160030.0
2017-04-17,384444.0,137662.0,23664.0,109838.0,338.0,195054.0
2017-04-02,414470.0,142788.0,20314.0,107918.0,496.0,217762.0
2017-03-30,408278.0,132644.0,25906.0,148266.0,238.0,196790.0
2015-03-12,236358.0,93350.0,4164.0,71468.0,276.0,114096.0
2015-06-17,762644.0,223152.0,37638.0,136700.0,782.0,370190.0
2016-05-17,132642.0,72228.0,6254.0,45154.0,440.0,76270.0
2017-05-20,311914.0,119412.0,7026.0,97162.0,490.0,119714.0
2016-06-19,232224.0,118394.0,4068.0,32316.0,500.0,111884.0
2015-06-16,670070.0,210564.0,29594.0,133092.0,440.0,300708.0
2016-05-03,138798.0,78120.0,3684.0,56886.0,302.0,77312.0
2017-06-20,540264.0,176448.0,6262.0,91932.0,386.0,243992.0
2015-03-04,363362.0,142058.0,20092.0,96550.0,126.0,145306.0
2015-06-09,565448.0,163278.0,48534.0,130226.0,352.0,246830.0
2017-03-06,365400.0,101368.0,20256.0,152162.0,228.0,188984.0
2017-04-01,205414.0,99570.0,2596.0,40448.0,170.0,92424.0
2017-04-05,781354.0,217656.0,145922.0,246036.0,362.0,280418.0
2017-04-15,22216.0,50490.0,478.0,25238.0,38.0,33706.0
2016-06-16,520614.0,151162.0,32760.0,157066.0,172.0,245946.0
2016-06-17,446936.0,152858.0,22066.0,87382.0,678.0,224720.0
2017-03-03,265084.0,98602.0,3154.0,84326.0,976.0,122448.0
2017-06-05,581268.0,174986.0,27408.0,173348.0,564.0,288050.0
2015-06-28,406350.0,140072.0,16310.0,75972.0,1094.0,174332.0
2015-06-11,463934.0,154100.0,12236.0,114098.0,452.0,216606.0
2016-06-18,303290.0,123336.0,23948.0,49590.0,2862.0,132046.0
2015-03-11,214724.0,95602.0,9802.0,49518.0,500.0,109186.0
2015-06-23,598220.0,150660.0,34954.0,188512.0,262.0,239012.0
2016-06-11,240226.0,110434.0,9340.0,42288.0,836.0,108834.0
2017-03-12,431700.0,155728.0,14540.0,101730.0,260.0,216154.0
2017-03-31,551856.0,160924.0,11352.0,185794.0,196.0,233360.0
2017-10-11,227656.0,74190.0,5086.0,117500.0,350.0,111160.0
2017-05-15,225394.0,85858.0,1828.0,78656.0,112.0,109574.0
2017-05-07,287908.0,111698.0,5828.0,81526.0,20.0,147634.0
2017-04-03,720962.0,191598.0,77368.0,134512.0,176.0,378518.0
2017-10-29,298810.0,86742.0,10274.0,124248.0,502.0,126740.0
2015-03-07,211004.0,109518.0,676.0,25862.0,218.0,81946.0
2015-06-20,397488.0,140876.0,39878.0,99018.0,498.0,145450.0
2015-06-06,120310.0,77000.0,2074.0,20792.0,156.0,58746.0
2016-05-07,110898.0,64242.0,4728.0,37400.0,706.0,50968.0
2017-06-10,93256.0,61970.0,556.0,21554.0,368.0,54198.0
2017-10-28,76474.0,60898.0,1988.0,32352.0,280.0,55356.0
2016-05-30,93520.0,70308.0,4928.0,26000.0,94.0,68848.0
2017-03-17,250822.0,114312.0,3040.0,56262.0,160.0,125646.0
2016-08-17,334792.0,122668.0,27968.0,107696.0,664.0,156122.0
2016-08-08,1171570.0,579516.0,1278.0,97598.0,208.0,501070.0
2016-08-20,562332.0,189194.0,28104.0,142838.0,604.0,240462.0
2016-07-06,603696.0,174744.0,34138.0,147832.0,240.0,292636.0
2017-08-18,641792.0,150996.0,38636.0,230784.0,136.0,294270.0
2017-09-12,56644.0,71604.0,4642.0,16114.0,44.0,42774.0
2016-07-23,478900.0,177484.0,38316.0,101426.0,408.0,193432.0
2017-09-26,3078.0,51596.0,1898.0,18800.0,436.0,35836.0
2017-09-15,137632.0,88602.0,4514.0,30294.0,232.0,69896.0
2016-07-30,598102.0,175878.0,47126.0,164722.0,444.0,221506.0
2015-12-18,465230.0,140516.0,4478.0,142292.0,830.0,190714.0
2015-04-26,144810.0,90896.0,9400.0,51132.0,256.0,71188.0
2016-08-07,332678.0,123678.0,19164.0,76620.0,684.0,155882.0
2016-07-19,409062.0,151542.0,23608.0,100558.0,496.0,188412.0
2017-09-28,98688.0,69012.0,2580.0,37176.0,702.0,63618.0
2016-07-08,539322.0,151794.0,27006.0,207900.0,412.0,228280.0
2016-08-29,332056.0,119944.0,21674.0,108912.0,2734.0,164768.0
2017-08-10,457644.0,146652.0,21788.0,130714.0,522.0,224192.0
2015-12-13,229836.0,96426.0,7688.0,63226.0,420.0,119130.0
2015-04-16,341638.0,115728.0,29816.0,134360.0,398.0,158680.0
2017-09-27,4386.0,52822.0,636.0,21856.0,304.0,35150.0
2017-09-06,198320.0,79062.0,8254.0,93174.0,46.0,89416.0
2017-08-31,200988.0,97280.0,6966.0,58218.0,202.0,100560.0
2017-09-13,211624.0,94324.0,2666.0,86842.0,300.0,104534.0
2017-09-23,-4718.0,37686.0,1276.0,14774.0,54.0,23666.0
2017-08-02,616038.0,149942.0,55344.0,205090.0,108.0,276094.0
2015-04-07,170704.0,82552.0,5090.0,50834.0,306.0,92122.0
2017-08-22,371106.0,146228.0,11998.0,126992.0,924.0,153106.0
2017-08-07,624246.0,164102.0,27368.0,168802.0,254.0,314608.0
2016-08-30,117932.0,74582.0,6120.0,62446.0,496.0,70066.0
2017-08-13,294418.0,123178.0,4600.0,57736.0,524.0,153460.0
2017-08-03,897958.0,224170.0,70844.0,272716.0,390.0,412048.0
2017-09-24,209240.0,111510.0,7950.0,37370.0,180.0,112260.0
2017-07-29,237762.0,107228.0,4676.0,41018.0,284.0,108314.0
2017-07-30,258148.0,104804.0,7452.0,56236.0,362.0,141188.0
2017-09-14,329208.0,107940.0,20552.0,74096.0,140.0,193308.0
2017-07-06,202556.0,94076.0,8608.0,57344.0,56.0,106144.0
2015-12-03,207762.0,77662.0,6624.0,81384.0,222.0,104132.0
2015-04-17,341276.0,120930.0,25298.0,75098.0,242.0,164588.0
2016-07-11,278892.0,123330.0,17738.0,75868.0,570.0,133074.0
2015-04-19,225196.0,109606.0,11056.0,64030.0,412.0,101004.0
2016-08-11,454954.0,156818.0,28830.0,157322.0,380.0,176530.0
2015-12-16,205310.0,94664.0,4214.0,45550.0,648.0,95454.0
2016-08-12,645156.0,181742.0,44694.0,216134.0,388.0,260910.0
2016-07-20,586466.0,284128.0,1848.0,71346.0,346.0,266200.0
2016-07-22,701900.0,260316.0,9316.0,67138.0,530.0,340920.0
2017-08-27,192322.0,97266.0,11254.0,47048.0,88.0,94642.0
2016-02-28,55928.0,58930.0,1138.0,16026.0,288.0,38406.0
2016-08-23,64560.0,68688.0,2246.0,24546.0,92.0,47976.0
2016-08-01,537182.0,155944.0,8612.0,137526.0,798.0,231548.0
2017-08-26,91554.0,65784.0,15260.0,29344.0,734.0,49654.0
2016-07-28,856508.0,220356.0,56582.0,283374.0,500.0,360086.0
2015-04-20,536644.0,136122.0,26996.0,203330.0,190.0,224766.0
2016-07-15,459848.0,159168.0,27396.0,76390.0,462.0,231812.0
2017-09-10,33886.0,59172.0,894.0,16670.0,340.0,32916.0
2015-04-03,262566.0,109108.0,5908.0,71876.0,344.0,126712.0
2015-12-17,367714.0,134838.0,3730.0,87282.0,648.0,153006.0
2015-04-22,126688.0,74804.0,4068.0,54538.0,580.0,68922.0
2017-09-20,187158.0,76106.0,8424.0,96804.0,168.0,99084.0
2017-07-02,169732.0,82496.0,4204.0,39952.0,654.0,81126.0
2016-02-06,30954.0,46982.0,590.0,18846.0,254.0,20274.0
2015-04-11,146084.0,90690.0,5750.0,18366.0,102.0,55564.0
2017-09-22,193444.0,93422.0,6384.0,68414.0,250.0,90160.0
2016-02-03,199030.0,87642.0,9638.0,96412.0,48.0,88986.0
2016-02-07,20502.0,45770.0,3732.0,20910.0,142.0,20842.0
2015-04-08,322180.0,120776.0,11666.0,103114.0,434.0,159276.0
2015-04-04,153180.0,77290.0,936.0,71302.0,274.0,68492.0
2016-02-12,207306.0,105952.0,3230.0,41890.0,450.0,85480.0
2017-09-01,245872.0,104092.0,12518.0,58132.0,1320.0,120992.0
2015-12-28,825872.0,268892.0,88870.0,127118.0,876.0,325730.0
2017-08-14,405572.0,131328.0,24350.0,111488.0,494.0,205634.0
2017-07-04,43352.0,56986.0,7974.0,31760.0,112.0,43014.0
2015-04-15,172152.0,87178.0,4374.0,46024.0,46.0,96358.0
2017-08-04,847052.0,244642.0,26326.0,206604.0,608.0,394276.0
2015-12-02,263204.0,94436.0,15480.0,89510.0,548.0,118562.0
2015-12-14,361346.0,99898.0,14760.0,124676.0,354.0,174560.0
2016-07-13,575594.0,150878.0,38174.0,226176.0,398.0,250410.0
2015-04-12,158320.0,90032.0,4468.0,35656.0,408.0,72562.0
2015-04-28,101918.0,82144.0,2500.0,41518.0,402.0,58582.0
2017-08-08,301048.0,135670.0,6758.0,64990.0,340.0,140578.0
2015-12-25,202842.0,98306.0,16082.0,48932.0,466.0,77042.0
2016-02-18,240960.0,90358.0,11938.0,61158.0,68.0,125276.0
2017-07-14,771162.0,205710.0,35766.0,228294.0,750.0,331122.0
2016-08-06,252194.0,99056.0,10844.0,72620.0,216.0,113966.0
2016-08-22,329714.0,116522.0,12144.0,87408.0,474.0,169400.0
2017-08-23,257932.0,99028.0,6992.0,84036.0,196.0,153916.0
2017-07-23,662792.0,189138.0,45506.0,212560.0,476.0,285198.0
2017-07-03,78400.0,67364.0,3090.0,30652.0,390.0,52798.0
2017-08-16,272322.0,108000.0,7544.0,74528.0,3260.0,137024.0
2017-07-12,817396.0,186436.0,65002.0,251214.0,402.0,363322.0
2016-07-05,541512.0,141764.0,55012.0,136430.0,188.0,257066.0
2016-08-13,407286.0,163768.0,23212.0,83314.0,466.0,155712.0
2015-12-31,221386.0,103624.0,4004.0,28128.0,462.0,77612.0
2017-08-25,189290.0,93168.0,3832.0,50630.0,484.0,111968.0
2017-09-16,30786.0,52404.0,1618.0,15422.0,218.0,31730.0
2016-02-05,452496.0,114388.0,67970.0,120408.0,684.0,220354.0
2016-02-01,60266.0,56646.0,5468.0,31542.0,190.0,43002.0
2016-02-23,117440.0,71374.0,4524.0,62872.0,56.0,64620.0
2016-08-16,462422.0,133994.0,35232.0,184904.0,244.0,192198.0
2016-08-02,541808.0,169042.0,50718.0,150518.0,966.0,229242.0
2017-08-06,406058.0,146474.0,10410.0,105422.0,544.0,211094.0
2017-08-15,358618.0,126664.0,11008.0,116032.0,1958.0,182110.0
2016-08-24,191222.0,73864.0,13686.0,75438.0,624.0,102614.0
2016-08-04,412030.0,134010.0,15884.0,105368.0,1360.0,196940.0
2015-04-27,244692.0,105036.0,21612.0,64468.0,32.0,123222.0
2016-02-14,422792.0,117576.0,48834.0,116400.0,260.0,188346.0
2016-02-10,82958.0,64144.0,2670.0,41626.0,154.0,42700.0
2016-07-29,597134.0,190066.0,19492.0,129602.0,640.0,255668.0
2016-02-02,273552.0,81884.0,43412.0,128448.0,0.0,122532.0
2017-08-20,290832.0,117334.0,4434.0,79062.0,660.0,133708.0
2017-07-13,665832.0,176470.0,22286.0,220890.0,634.0,278992.0
2016-07-12,214734.0,103516.0,7100.0,76022.0,116.0,103288.0
2016-07-09,285070.0,114490.0,16994.0,70954.0,692.0,123090.0
2016-08-31,114410.0,72266.0,3534.0,45466.0,20.0,71046.0
2016-02-17,185146.0,78830.0,3026.0,68226.0,498.0,93458.0
2017-09-18,301578.0,98890.0,14636.0,109352.0,282.0,140366.0
2015-12-06,128280.0,72284.0,3278.0,47458.0,206.0,65180.0
2017-09-19,201170.0,75718.0,7126.0,110940.0,22.0,99966.0
2017-09-09,37330.0,56078.0,588.0,13324.0,166.0,27016.0
2016-08-28,194168.0,97988.0,3524.0,70980.0,11930.0,97564.0
2016-08-09,758024.0,355284.0,8242.0,99262.0,8.0,281980.0
2017-07-08,257656.0,100398.0,23302.0,66664.0,512.0,121814.0
2016-07-27,463206.0,158310.0,24664.0,125896.0,378.0,222020.0
2016-08-26,179314.0,93716.0,8522.0,61674.0,106.0,106032.0
2017-09-29,115756.0,72638.0,5278.0,46490.0,444.0,66390.0
2016-07-31,689454.0,215980.0,30584.0,147230.0,842.0,314390.0
2015-12-26,509778.0,161540.0,26236.0,124830.0,1964.0,204654.0
2015-12-05,45742.0,48826.0,13576.0,16338.0,152.0,31958.0
2015-12-08,11124.0,49286.0,3548.0,26394.0,28.0,29490.0
2017-07-19,350298.0,113128.0,19346.0,86278.0,1380.0,186434.0
2015-12-23,747070.0,201408.0,28870.0,198822.0,688.0,341502.0
2017-09-08,436292.0,127524.0,22388.0,123046.0,310.0,231444.0
2017-07-09,265682.0,115762.0,26304.0,76504.0,5638.0,111330.0
2017-08-05,406286.0,138402.0,22268.0,75866.0,472.0,180820.0
2016-07-24,433070.0,155018.0,35102.0,95878.0,332.0,194946.0
2017-08-09,239924.0,96146.0,3888.0,65336.0,248.0,130714.0
2016-08-14,373600.0,148576.0,17852.0,102428.0,2264.0,149996.0
2017-07-31,216618.0,109356.0,4168.0,40036.0,752.0,116098.0
2015-12-15,302246.0,81176.0,35782.0,104924.0,480.0,141356.0
2017-09-05,358048.0,117742.0,26246.0,169058.0,238.0,139572.0
2017-07-22,395086.0,142046.0,26868.0,81656.0,288.0,161872.0
2017-07-15,430438.0,160692.0,20452.0,82966.0,900.0,179582.0
2016-02-27,65062.0,60450.0,2992.0,16306.0,142.0,42768.0
2016-08-15,450084.0,146660.0,27244.0,121094.0,200.0,199056.0
2016-08-18,536464.0,158052.0,25728.0,164462.0,998.0,276224.0
2015-04-14,162004.0,87436.0,6480.0,40250.0,202.0,91208.0
2017-07-28,573552.0,182512.0,21484.0,171774.0,516.0,274198.0
2017-08-29,130862.0,73102.0,3702.0,51576.0,4.0,81180.0
2016-02-20,42622.0,52174.0,32.0,8684.0,120.0,31564.0
2017-09-17,221052.0,92840.0,9698.0,90720.0,240.0,103288.0
2017-07-17,638600.0,175628.0,52160.0,204084.0,278.0,292262.0
2016-02-15,654172.0,167144.0,72914.0,229394.0,400.0,287340.0
2016-08-25,151222.0,90822.0,8392.0,51990.0,206.0,77966.0
2016-08-03,268542.0,115978.0,9532.0,54032.0,468.0,120122.0
2015-12-19,309672.0,133048.0,2944.0,42302.0,1162.0,117370.0
2016-07-02,283960.0,126064.0,2650.0,36964.0,226.0,117784.0
2015-12-04,60276.0,61704.0,4100.0,21330.0,786.0,45584.0
2017-09-25,100850.0,81482.0,1520.0,36180.0,314.0,62916.0
2016-02-13,153146.0,71526.0,8578.0,44400.0,446.0,61340.0
2017-08-17,340820.0,123280.0,14232.0,87804.0,534.0,181250.0
2015-04-10,640478.0,176782.0,45858.0,164466.0,176.0,292818.0
2015-04-09,725414.0,152320.0,70518.0,255344.0,56.0,309318.0
2017-09-30,39296.0,58574.0,2968.0,18066.0,94.0,31192.0
2017-07-24,736214.0,223892.0,20954.0,163412.0,172.0,351814.0
2017-09-02,63508.0,55370.0,1272.0,15282.0,300.0,43178.0
2015-12-22,517238.0,147860.0,9746.0,133788.0,1114.0,236084.0
2016-02-22,128610.0,86892.0,3504.0,22940.0,176.0,72542.0
2016-08-21,536778.0,174668.0,14582.0,150194.0,224.0,228404.0
2017-08-30,109860.0,70464.0,9624.0,38104.0,212.0,66796.0
2016-07-03,95854.0,76988.0,4346.0,19988.0,274.0,48372.0
2016-02-21,93476.0,77782.0,1448.0,18536.0,76.0,54234.0
2015-12-07,187088.0,67998.0,24086.0,49220.0,510.0,104634.0
2017-08-19,206680.0,108276.0,8844.0,49074.0,940.0,93258.0
2016-07-01,717436.0,185648.0,79746.0,235490.0,744.0,265412.0
2015-04-24,456584.0,128218.0,40934.0,124520.0,318.0,234880.0
2015-04-30,146806.0,84270.0,5332.0,37394.0,158.0,71240.0
2016-07-26,431766.0,185894.0,5574.0,63554.0,274.0,192538.0
2016-07-14,524254.0,171044.0,14002.0,132042.0,350.0,231758.0
2016-07-25,742280.0,197224.0,69778.0,219088.0,230.0,301918.0
2016-02-04,102892.0,73156.0,1228.0,47432.0,116.0,63186.0
2016-02-26,151792.0,85126.0,656.0,36018.0,474.0,78700.0
2016-02-16,665192.0,207120.0,38542.0,126314.0,838.0,294720.0
2015-12-20,330640.0,115938.0,10762.0,86966.0,1156.0,124628.0
2017-07-27,341932.0,129106.0,13104.0,65352.0,246.0,180538.0
2016-02-29,67186.0,58404.0,1420.0,25014.0,236.0,51836.0
2016-08-19,641066.0,166264.0,45914.0,214372.0,406.0,299790.0
2017-08-28,261130.0,103118.0,26578.0,81134.0,478.0,125852.0
2017-07-05,332694.0,122030.0,24548.0,108236.0,1560.0,164736.0
2015-12-24,574420.0,142600.0,70310.0,131464.0,302.0,261366.0
2017-08-11,476670.0,127938.0,22362.0,144874.0,546.0,214878.0
2016-08-05,322362.0,116432.0,6154.0,70144.0,328.0,158508.0
2015-04-02,262768.0,106654.0,5184.0,95798.0,280.0,116092.0
2016-08-27,115304.0,62728.0,7234.0,45830.0,196.0,62012.0
2017-07-07,441244.0,149464.0,16376.0,183874.0,576.0,214756.0
2016-07-10,251148.0,114142.0,5322.0,46330.0,370.0,116332.0
2015-12-30,973440.0,262528.0,56514.0,132132.0,1514.0,473176.0
2015-04-13,422844.0,119406.0,40184.0,93088.0,94.0,209804.0
2015-04-21,145962.0,80294.0,7246.0,49430.0,290.0,74228.0
2017-08-12,301496.0,123520.0,18466.0,89898.0,874.0,136970.0
2015-12-21,478938.0,146660.0,6388.0,117782.0,652.0,228974.0
2016-07-07,365920.0,113330.0,11642.0,131438.0,392.0,159128.0
